left_x,left_y,right_x,right_y,segment
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,309.81378173828125,476.9244995117188,0.0
0.0,0.0,324.1873779296875,476.9279174804688,0.0
523.8934326171875,476.9292602539063,329.3948669433594,476.91705322265625,0.0
519.9523315429689,476.9294128417969,337.192626953125,476.9096984863281,0.0
518.6769409179689,476.9225769042969,334.62982177734375,466.4815673828125,0.0
517.355712890625,476.9019165039063,341.1402587890625,476.9071350097656,0.0
517.3040771484375,465.1827087402344,338.49139404296875,469.07666015625,0.0
517.3032836914061,465.1805114746094,338.4869384765625,469.0721130371094,0.0
516.0084228515625,466.44427490234375,334.606689453125,466.4707336425781,0.0
514.7161254882811,465.1520690917969,329.4681091308594,466.4847717285156,0.0
513.4532470703125,463.795654296875,326.8080749511719,467.7511596679688,0.0
512.12939453125,463.8521118164063,320.3070068359375,469.0732727050781,0.0
509.5312194824219,465.1078186035156,316.315673828125,469.07318115234375,0.0
508.25714111328125,465.1543884277344,308.555419921875,467.7952575683594,0.0
508.2105102539063,463.8056335449219,305.93084716796875,476.8999633789063,0.0
506.93341064453125,462.4913330078125,298.1107177734375,476.9010314941406,0.0
501.6913757324219,462.5420837402344,287.6579284667969,476.8988342285156,0.0
496.53424072265625,459.923095703125,283.71026611328125,467.7819213867188,0.0
496.44818115234375,457.3245544433594,277.24954223632807,467.77276611328125,0.0
496.447265625,457.322265625,277.24957275390625,467.7728271484375,0.0
493.8724670410156,454.718994140625,275.90936279296875,465.1938171386719,0.0
491.24517822265625,457.3073120117188,274.60653686523443,465.19342041015625,0.0
488.6260070800781,453.413818359375,270.67953491210943,463.8686218261719,0.0
487.3561401367188,453.3817138671875,274.56961059570307,463.85784912109375,0.0
487.3388671875,452.0671081542969,275.86257934570307,459.93634033203125,0.0
487.3310546875,450.7872009277344,277.2060546875,456.0295715332031,0.0
487.3811950683594,445.5635070800781,282.437255859375,453.41253662109375,0.0
