left_x,left_y,right_x,right_y,segment
483.7433166503906,327.23504638671875,0.0,0.0,0.0
482.74981689453125,329.168701171875,0.0,0.0,0.0
482.7876586914063,330.15362548828125,0.0,0.0,0.0
482.7637939453125,332.07415771484375,0.0,0.0,0.0
482.7470703125,332.1011047363281,0.0,0.0,0.0
482.78594970703125,331.11480712890625,0.0,0.0,0.0
482.7637939453125,331.1175537109375,0.0,0.0,0.0
483.7256164550781,328.2129211425781,198.09014892578125,357.5567626953125,0.0
482.760986328125,331.1318664550781,199.0900421142578,357.5565490722656,0.0
481.7955017089844,332.08929443359375,199.0733337402344,357.5585021972656,0.0
481.8105773925781,332.12445068359375,0.0,0.0,0.0
482.7623596191406,331.1383972167969,200.0512542724609,357.5490417480469,0.0
482.775146484375,330.14031982421875,0.0,0.0,0.0
484.7085571289063,327.2257995605469,206.88421630859372,349.7264709472656,0.0
483.7486877441406,328.1964416503906,0.0,0.0,0.0
484.7103576660156,325.2760925292969,208.8553009033203,357.5452880859375,0.0
484.7153930664063,324.2841491699219,0.0,0.0,0.0
485.7026672363281,323.3028564453125,215.70291137695312,348.7388610839844,0.0
488.58331298828125,310.5855407714844,226.4554901123047,349.7113342285156,0.0
490.5797424316406,303.75823974609375,225.4834442138672,349.7268981933594,0.0
489.6489562988281,303.7507629394531,233.32073974609372,348.72027587890625,0.0
491.56378173828125,301.7751159667969,0.0,0.0,0.0
490.5748596191406,293.9748840332031,0.0,0.0,0.0
489.6081848144531,290.0447692871094,246.0470733642578,357.5534362792969,0.0
489.5631713867188,287.12939453125,0.0,0.0,0.0
488.5728454589844,287.106689453125,253.86810302734372,357.553955078125,0.0
485.68988037109375,287.1005554199219,261.64938354492193,357.5610046386719,0.0
485.67169189453125,279.27645874023443,0.0,0.0,0.0
480.7903137207031,279.29843139648443,254.84474182128903,348.74407958984375,0.0
473.9469604492188,278.33566284179693,254.80615234375,357.5584411621094,0.0
471.9660339355469,279.29153442382807,248.98817443847656,350.6949768066406,0.0
464.164306640625,281.23651123046875,249.9474029541016,357.5540466308594,0.0
459.3043518066406,286.104736328125,246.04833984375,338.9655456542969,0.0
457.2916564941406,285.1633605957031,244.04965209960938,331.1219177246094,0.0
453.4235229492188,284.1838073730469,239.1734161376953,315.4817810058594,0.0
450.46807861328125,284.1562194824219,237.2354431152344,303.7300720214844,0.0
449.5084533691406,283.1982116699219,237.1913604736328,293.9591064453125,0.0
449.4494323730469,282.2152099609375,235.28466796875,285.17779541015625,0.0
444.6162414550781,278.33932495117193,233.2971954345703,279.3154296875,0.0
442.69439697265625,276.33926391601557,232.3360290527344,272.46066284179693,0.0
442.66253662109375,275.369140625,231.35867309570312,266.5811767578125,0.0
441.64361572265625,278.31362915039057,231.36997985839844,263.668701171875,0.0
440.6637878417969,278.31546020507807,231.39239501953125,263.63162231445307,0.0
437.7584533691406,274.38278198242193,232.351318359375,264.60122680664057,0.0
434.84552001953125,278.32162475585943,236.24526977539062,268.52496337890625,0.0
435.81353759765625,284.150390625,239.2032165527344,276.347900390625,0.0
439.7136535644531,292.9778137207031,240.1764678955078,285.1488952636719,0.0
443.6210632324219,295.9106750488281,242.10595703125,292.9967346191406,0.0
448.5230407714844,296.88604736328125,245.0216827392578,300.78802490234375,0.0
451.44415283203125,295.91552734375,246.0666656494141,304.7253723144531,0.0
457.3233337402344,293.9422607421875,251.89596557617188,308.6244201660156,0.0
461.2177429199219,290.0536193847656,255.8101501464844,314.5115051269531,0.0
465.1867065429688,287.12371826171875,263.65048217773443,315.4498596191406,0.0
466.1692199707031,284.1809387207031,271.4491577148437,317.42828369140625,0.0
471.9657287597656,279.30032348632807,282.2098083496094,315.4787292480469,0.0
473.0075073242188,279.29159545898443,291.0264892578125,310.5814514160156,0.0
473.9853210449219,281.26046752929693,294.9471740722656,299.8364562988281,0.0
475.912841796875,284.1720886230469,293.9376525878906,273.40664672851557,0.0
475.8955383300781,286.10321044921875,298.863525390625,253.84913635253903,0.0
474.9547729492188,291.0357666015625,305.6962585449219,218.6250915527344,0.0
475.91290283203125,296.8885803222656,293.96435546875,196.1446990966797,0.0
472.9518432617188,301.7925720214844,276.34136962890625,176.57009887695312,0.0
470.9973449707031,307.6405029296875,277.30987548828125,152.14431762695312,0.0
465.0965270996094,314.50897216796875,300.8256530761719,106.16178894042969,0.0
458.3157958984375,317.4608459472656,292.96051025390625,97.36981964111328,0.0
454.3690490722656,318.4482421875,294.0,72.87206268310547,0.0
450.521728515625,318.4364318847656,293.9326477050781,61.13587188720703,0.0
450.4830322265625,319.4089050292969,293.9537353515625,52.350852966308594,0.0
449.53704833984375,321.3431091308594,294.9265441894531,49.38890838623047,1.0
450.4478149414063,322.33001708984375,294.96881103515625,47.44198608398438,0.0
449.47589111328125,318.4351806640625,296.8857116699219,50.36275863647461,0.0
449.50390625,318.4288330078125,298.8387756347656,58.16627502441406,0.0
449.5106506347656,318.43804931640625,298.8480224609375,69.94502258300781,0.0
449.5156555175781,318.4456787109375,296.8908386230469,84.617919921875,0.0
450.46337890625,319.409912109375,301.769287109375,100.28128051757812,0.0
451.4376525878906,319.4147033691406,302.76556396484375,132.55288696289062,0.0
451.4881286621094,321.36407470703125,237.2249298095703,199.05604553222656,0.0
453.39398193359375,323.30999755859375,286.1518249511719,192.2550811767578,0.0
456.3431701660156,324.2662658691406,292.9732360839844,202.02403259277344,0.0
457.3351135253906,322.3218688964844,287.1394348144531,206.9369659423828,0.0
458.2769470214844,321.33502197265625,285.17010498046875,201.99887084960938,0.0
459.2699890136719,321.3456115722656,286.14935302734375,191.2135772705078,0.0
462.2093505859375,324.26739501953125,284.186767578125,177.54983520507812,0.0
465.1038513183594,324.2467041015625,279.29754638671875,172.6591033935547,0.0
465.1683654785156,324.2722473144531,277.35546875,161.89552307128906,0.0
466.1489868164063,323.2911071777344,276.3323974609375,159.9701690673828,0.0
467.1179504394531,324.2546081542969,275.39053344726557,145.2681121826172,0.0
468.0805969238281,324.2958984375,277.28427124023443,136.49693298339844,0.0
