left_x,left_y,right_x,right_y,segment
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
453.3621520996094,476.92767333984375,0.0,0.0,0.0
453.3485412597656,476.9241027832031,252.40057373046875,476.92572021484375,0.0
453.37677001953125,476.9173889160156,265.42245483398443,476.9263916015625,0.0
453.4312133789063,476.9032287597656,275.85568237304693,476.92431640625,0.0
453.4215698242188,467.7659912109375,278.48068237304693,476.9090576171875,0.0
453.4021301269531,465.10357666015625,283.6996154785156,476.90533447265625,0.0
453.39361572265625,461.23480224609375,278.48007202148443,465.1447448730469,0.0
452.0806884765625,457.3349914550781,277.17752075195307,461.2178039550781,0.0
448.1853332519531,455.9987182617188,275.87115478515625,455.9985961914063,0.0
444.3200988769531,454.7384643554688,274.5596923828125,454.7274475097656,0.0
443.0049743652344,454.7041015625,273.26675415039057,454.6772766113281,0.0
440.3536071777344,454.6803588867188,269.3701171875,453.3901672363281,0.0
435.1458740234375,454.7428894042969,266.8033447265625,453.3753662109375,0.0
433.8038024902344,454.7499084472656,265.444580078125,453.337890625,0.0
432.4777526855469,457.3035888671875,265.39169311523443,452.098876953125,0.0
429.8692932128906,457.31378173828125,264.13345336914057,452.093994140625,0.0
424.69580078125,459.92608642578125,260.24346923828125,446.8912353515625,0.0
423.4042663574219,458.5967102050781,257.64376831054693,445.5576171875,0.0
423.3758239746094,454.7474365234375,256.37246704101557,444.27545166015625,0.0
422.1216735839844,454.7397766113281,257.61669921875,442.9812316894531,0.0
422.1132507324219,454.6905822753906,257.6124267578125,442.9468994140625,0.0
423.3488464355469,453.4364929199219,258.93246459960943,442.9390258789063,0.0
423.4339294433594,453.41552734375,260.23712158203125,442.9907531738281,0.0
424.6924743652344,453.35003662109375,261.52392578125,444.2412109375,0.0
429.9044799804688,452.052978515625,264.11862182617193,444.3167419433594,0.0
431.1953430175781,452.0524291992188,265.44253540039057,446.9005432128906,0.0
433.7939453125,450.7984313964844,266.718994140625,449.479248046875,0.0
433.8729553222656,452.0451049804688,266.75469970703125,448.18560791015625,0.0
436.4185180664063,450.7738342285156,268.06570434570307,449.4631042480469,0.0
439.0235290527344,449.4686584472656,268.10516357421875,446.8901672363281,0.0
441.6024169921875,448.1803283691406,270.69097900390625,448.1833801269531,0.0
441.6501770019531,446.89068603515625,273.25515747070307,448.18060302734375,0.0
